id,texto_sap,category,sub_category
400014981,"El cliente ha tenido problemas con el PA 570 recibido el día 24/01.
Cuando lo han sacado de los sacos para introducirlo en los silos se han encontrado cuerdas dentro de los sacos lo que hace que resulte difícil utilizar su sistema de vaciado porque bloquea continuamente.

La única solución que encuentran es el vaciado manual lo que supondrá un gasto de dinero adicional.

Adjunto correo del cliente con la explicación completa y fotografías

Los siguientes albaranes también están afectados

BV-21462, inv. No 24199219, 24199210
BV-21463, inv. No 24199219
",Producto,Contaminacion
400014983,"El cliente informa que ha detectado una nueva contaminación en la entrega del albarán nº 24210914.

La misma contaminación que en la reclamación 400014960, informa que los operario de planta están detectando partes de algodón dentro de los sacos.

El mismo envía fotos, también informa que estás contaminaciones afecta a la maquinaria y el producto final: informa que la dosificación del tornillo dañado y también algunas pruebas de los productos finales NOK da resultados, debido que la dosificación no se hace así: el algodón no permitió que todo el flujo de material en las cantidades adecuadas.

En este momento el cliente informa que ha parado la producción con el fin de limpiar todos los circuitos y reparar la rosca dañada.

También informa que todos los gastos relacionados con esta se pasara a Repsol.

Adjunto fotos enviadas por el cliente y ya solicitamos el envío de muestras al laboratorio. (Ver fotografías en Servicios para Objeto de SAP)",Producto,Contaminacion
400014984,"El cliente se queja de que el material en ésta entrega está húmedo y tiene mosquitos y suciedad.
Nos lo devuelve y le enviamos una cisterna para sustituir el producto en pallets que está contaminado.
Envia fotos ( ver anexos)y mandará una muestra al laboratorio. (VER SERVICIOS PARA OBJETO)",Producto,Humedad
400014987,"PA538 entregado al cliente tienen mucha polvo el cual bloquea los filtros. El cliente ha bloqueado 5,5to que no pueden usar del lote 2024. Cliente mandara saco cerrado para análisis. Se adjuntan fotos en anexos (Ver fotografias en Servicios para Objeto)",Producto,Contaminacion
400014992,"El cliente nos informa que durante la extrusión del material PA501 se ha presenciado geles y muchos infusos que afectan a la calidad de su producción.
Han aislado el material resultante y ruegan averiguar la causa de este hecho,enviarles de vuelta y firmado el documento de confirmación de tal hecho por nuestra parte indicando acciones correctivas y la dirección exacta para enviar muestra del material con infusos.al mismo tiempo que informan que puede ser que pasen costes.
Adjunto comunicación del cliente. (Ver en Servicios para Objeto de SAP)",Producto,Contaminacion
400014993,"El cliente nos informa que en medio al material PA443 solicitado(5.500kg) se ha entregado por error un saco del PA444(lote-BH-15542).

En adjunto la reclamación oficial del cliente.",Suministro,Carga erronea
400014995,"El cliente nos informa que:

Han tenido que poner en cuarentena la resina que recibieron. Durante el sábado tarde/noche y domingo mañana/tarde (09 y 10/03) se estuvo intentando trabajar con la resina, pero ha resultado totalmente imposible, debido al numero de infundidos, geles y grumos con agujero que les han obligado a retirarla.

Han realizado la prueba usando resina de un competidor, para comprobar si era un problema de otro tipo (extrusora, línea, temperatura) y el resultado ha sido que no aparecen los infundidos y los geles. En el momento que introducen nuestra resina la procesabilidad de la lamina se vuelve imposible.

El cliente informa que, cuando realizaron la homologación de nuestro material no hubo problemas de este tipo, la resina se procesó con normalidad por lo que fue aprobada.

Según palabras textuales del cliente, lo que ha pasado con este camión y con los 3 lotes de resina  enviado es inadmisible, y se procederá a emitir la no conformidad de nuestro EVA y tomar las decisiones oportunas ante tan desafortunados problemas.

Lotes que presentaron problemas: BL-16413, BL-19411

Lote Ok: BL-16412

En adjunto email elucidativo de la situación.",Producto,Propiedades
400014996,"TetraPak informa de la formación de tapones debido a alta acumulación de hilazas. Uno el día 14, Tres entre 21-22, y dos el día 6 de febrero. En la limpieza semanal de los silos detectan mayor concentración de hilazas a la que consideran habitual.
Esta vez se han producido en los dos laminadores.",Producto,Contaminacion
400015007,"Abrimos aviso debido a que erl cliente nos indica que tras analizar el material le sale un índice de contenido en agua fuera de especificación. Según el cliente, la medición le da 0,165 mg /g cuando debería tener
0,00 – 0,08 mg /g.",Producto,Propiedades
400015018,"Se ha detectado en la línia de cliente que los envases se deforman cuando se rellenan con el producto final.
El cliente ha detectado el problema en la producción realizada con el lote BV- 0630201.",Producto,Propiedades
400015021,"El cliente se queja del que tiene problemas con el material de éste lote, se mueve, se pega a una de las caras del molde y la botella sale con las caras descompensadas. Lo achacan a corriente estática. Nos piden una respuesta inmediata a éste problema así como el envío de un camión de sustitución. Se lo enviamos cargando el día 19 ( tras el festivo) y entegamos el 20 de marzo.
el material afectado es:


Lote sap: 58179, lote pov: CA-54116 cantidad: 15000 kg ( albarán 24211642 )
Lote sap: 58335, lote pov: CA-54818 cantidad: 24750 kg ( albarán 24213574)

ver correo del cliente en el anexo.
",Producto,Propiedades
400015023,"El cliente informa que de los 1.000kg recibidos del grado CP139EXP05  confirman que sólo han ido ok los 300kg del lote BT- 23321. El resto, los 650kg no han superado el proceso de homologación, por lo que solicita que se un abono a vuestra factura número 393301014 por estos 650kg para poder desbloquear dicha factura. El cliente se deshace del material por sus propios medios.

Se ruega poner posición para generar el abono de 650kg en la mayor brevedad posible.

Adjunto email.",Producto,Propiedades
400015027,"El cliente informo que durante el proceso de producción ha encontrado humedad en todo el lote CB-24451 de la entrega nº 24215463, informa que esta situación requiere que todos las bolsas se limpien  previamente antes de su abertura.

También informa que ha detectado bolsa llenas de agua, conforme fotos de adjunto y que el agua en el polietileno, aunque en cantidades muy pequeñas causas problemas en la calidad del producto final.",Producto,Humedad
400015028,"Se ha enviado 4 palletes del material PE041 del lote BD-17542 con I.F. 3,4. El cliente ha probado el material, sin embargo no ha conseguido transformarlo correctamente, el mismo informa que ha contacto a ATD y mismo con las sugerencias de nuestros compañeros  no ha sido posible producir recubrimiento con este grado.

El cliente solicita la retirada del material no utilizado.",Producto,Propiedades
400015029,"Lote BT-15463.
El cliente nos informa de la presencia de cabellos de angel y de residuos (suciedad). Nos ha enviado fotos donde se puede apreciar los filtros usados del aspirador: uno sucio y otro limpio.
Cada media hora, tienen que sustituir el filtro por culpa de los residuos. Adémas declaran que esos residuos han pasado a traves de los filtros y  han estropeado el motor del aspirador. (Ver fotografías en Servicios para Objeto)",Producto,Contaminacion
400015030,El cliente se queja de haber recibido la cisterna con un día de antelación. Se queja también de no haber sido informado de una entrega con modo de envío intermodal y con una cantidad más elevada de lo normal. (Más información en Servicios para Objeto de SAP),Suministro,Cantidad
400015032," problemas que ha tenido en la utilizacion del 4810, precisamente con los siguientes lotes BT-559421 Y BP-51502.",Producto,Propiedades
400015036,"El cliente en la descarga del camión ha verificado que uno de los octabines viene dañado.Se ha perdido material.
Adjunto email con fotografías.
Solicitan el cambio del octabin ya que el material ha rebosado el octabin y no ha venido suficientemente protegido.   (VER FOTOGRAFÍAS Y NOTA EN SERVICIOS PARA OBJETO)",Envase,Aspecto
400015039,"El cliente ha encontrado en el lote recibido CB-02541 del PA441P7 (5.500 Kg/ posición 10) trozos de madera en el interior del saco y este problema les obliga a intervenir con un control sobre todo el material que les queda, antes de ponerlo disponible para la producción.
Este trabajo adicional les supone mayores costes, que una vez calculados, nos comunicarán.
Adjunto fotos del material recibido con los trozos de madera y el documento de no conformidad por parte del cliente. (Ver en Servicios para Objeto de SAP).",Producto,Contaminacion
400015055,"El cliente informa de fisuras encontradas en tubería del material KCN122 con material de 2008.

Problema notificado el 12/02/2013. (Ver información adicional en Servicios para Objeto)

Enviaron muestra a ATD",Producto,Propiedades
400015058,"El cliente ha vuelto a tener problemas con el PA 570. Mismo problema que el aviso 400014981.

Se han encontrado cuerdas dentro de los sacos lo que hace que resulte difícil utilizar su sistema de vaciado porque bloquea continuamente.

La única solución que encuentran es el vaciado manual lo que supondrá un gasto de dinero adicional.

Tal y como se ve en uno de los correos,todavía no se han analizado todos los lotes, nos mantendrán informados.

Adjunto correo del cliente con la explicación completa y fotografías

Los siguientes albaranes también están afectados.

24213417",Producto,Contaminacion
400015063,"El cliente nos indica que al procesar el material PA570 de la entrega nº 24208336/ LOTE bv-27462 (si bien advierten que hay dos lotes más implicados; en total 48.125 kgs, siendo el albarán/ posición comunicados solo de 5.500 Kg), hay residuos o restos que les supone un problema al usar el material.
Han retenido el producto a la espera de respuesta urgente por nuestra parte.
Tienen muestras que nos podrán enviar cuando les confirmemos a la atención de quién las envían.
Adjunto la comunicación del cliente, con fotos de las hilazas y el documento de no conformidad. (VER EN SERVICIOS PARA OBJETO DE SAP)",Producto,Propiedades
400015065,"El cliente nos informa que al meter el PP044W3F, lote CB18201 de sacos en la tolva se detecta la presencia de polvo y de cabello de ángel.

El material de dicho lote abrange las siguientes entregas: 24216830 e 24216320.

En adjunto el correo del cliente y fotos. (VER EN SERVICIOS PARA OBJETO DE SAP)",Producto,Contaminacion
400015067,"El cliente se queja una vez màs de unos granos negros y unas particulas blancas en el lote CB 23423 del PA411.
Pertuba la producción ya que tienen que cambiar los filtros.
Nos pasan primera estimación de gastos:
Mano de obra: 180 €
Filtro : 46 €
Perdida material : 240 €
Es decir 466 € / operación.
(Ver fotografías en Servcios para Objeto de SAP)
",Producto,Contaminacion
400015087,"El cliente nos informa que entre la documentación y el material entregado hay una diferencia de 1.100 kg (recibidos a menos).

Informa que en otras ocasiones nosotros les enviábamos el  peso de báscula, pero en esta ocasión no.

El conductor le comentó que solo le pesaron el bruto.

En adjunto el CRM enviado por el cliente.

La mercancia esta en nuestras instalaciones para su comprobación. (MÁS INFORMACIÓN EN SERVICIOS PARA OBJETO)",Suministro,Cantidad
400015090,"El cliente nos informa que está recibiendo de sus clientes reclamaciones sobre el desempeño de su película. Después de hacer la ""traceabilidad"" de las materias-primas utilizadas para la producción de éstas películas nos informa que se utilirazon los siguientes lotes:

BV-5190105, BV-5190103, BV-5260101, BV-5280103, BV-5190104, BV-5260102, BV-1630101, BV-11102, BV-14001.

Éstos son los lotes que en su momento presentaban problemas de olor intenso y que ya generaron reclamaciones.

El cliente alerta para la gravedad de la situación, dado que está perdiendo clientes y descredibilizando su consolidado nombre en el mercado de comercialización de BOPP.

Solicita nuestra mayor atención y cuidado a la esta situación, por lo que reclaman una respuesta en caracter de urgencia, debido a la gravedad de la misma.

Valoración económica: El cliente está valorando el impacto económico de la pérdida de los clientes.

En adjunto la reclmación oficial del cliente, en portugués. (Ver más información en Servicios para Objeto).",Producto,Propiedades
400015091,"Texto del cliente Univar:
Another complaint about PA440. LOT: 25411 T3
The customer is a sheet film manufacturer, the granules goes out from the extruder without melting = El cliente se queja de granulos que no se detirren",Producto,Propiedades
400015092,"El cliente informa que ha encontrado 1 saco de PA411 en un palet de PA442.

No sabe si se trata del pedido 13802777 o del 13805943, no tiene manera de saberlo a estas alturas.",Suministro,Carga erronea
400015097,"„según el cliente han recibido material con MFI fuera de rango y no pueden producir con el material. Tienen como 22to bloqueadas en la producción que no pueden usar, El cliente ha sacado esta conclusión ya que ha habido problemas de calidad y el cliente ha medido el MFI”",Producto,Propiedades
400015105,"El cliente informa que durante un control de mantenimiento programado se detecta en los imanes de las máquinas 4 pelet con partícula férrica en su interior.

Según el mismo, se realizó ejercicio de trazabilidad que les apuntó los lotes CA-5552001, CA-5562001 y D-59404 (24214825, 24217024 y 24218415.

En adjunto, fotos y la reclamación oficial del cliente. (Ver en Servicios para Objeto)",Producto,Contaminacion
400015106,"El cliente nos informa que:

La granza es más opaca y brillante que lo habitual.

En adjunto, foto de granza natural (encima) y de granza reclamada (debajo).",Producto,Propiedades
400015107,"De: Juan Ruiz [mailto:jm.ruiz@cyklop.es] 
Enviado el: martes, 07 de mayo de 2013 11:02
Para: ZORRILLA SERRA, ENRIQUE
Asunto: Problemas con PP030 recibido

Buen dia Enrique

Anoche sobre las 12 nos llego el trailer con el PP030, solo tuvimos que parar 5 horas, nos vinieron 16 palets del lote CD-08303 (1.98 Mfi) y 1 solo del CD-08101 (1.73 Mfi), eso es una putada para nosotros si la nueva serie que compremos no nos coincide, porque esa diferencia tan grande nos hace variar todas las medidas y al final son 50-100 kilos de merma, eso es una anotacion que en su dia con Cristina habia hablado y habia pasado nota para que no nos enviaran esos lotes que no fueran minimo 4-5 palets para que el cambio fuese mas amortizable. Pero el problema no ha venido ahí, si no que con el lote CD-08002 (1.95 Mfi) que estabamos trabajando hasta que paramos, no teniamos ningun problema en fabricación y estabamos haciendo un tipo de fleje transparente, lo cual hacia que fuese 100% Material virgen, sin colorantes ni aditivos ni recuperados, pero fue poner este lote CD_08303 y me llamaron a las 2 de la mañana (aun estaba despierto¡¡¡), para decirme que el fleje se rajaba longitudinalmente, te mando una muestra de lo que sucedia, tocaron temperaturas y no mejoraba, despues de dos horas tirando material y probando incluso con un poco de PP031 que me quedaba como aditivo a un 6% para ver si se unia y tampoco lo solucionaron, bajo la velocidad de la maquina un 25% y en vez de trabajar a 120 mts como estabamos con el otro lote mas o menos estamos acabando la partida que tenia que hacer de 20 palets pero con 90 mts/minuto, perdere en hacer todo el pedido unas 10 horas de produccion, pero no entiendo el motivo. Cuando pasemos a poner carbonato, colorante y recuperado seguro que no da ningun problema. Total que estoy contentisimo con Repsol, mal pagamos, pero fiesta el 02/05 en Madrid, fiesta el 03/05 en Puertollano y fiesta el 01/05 Nacional y nosotros trabajando todos los dias, para al final tener que parar 5 horas y perder otras 10 por culpa el material

saludos
(Ver más información en Servicios para Objeto de SAP)",Producto,Propiedades
400015112,"El cliente nos informa que las botellas fabricadas aparentan tener algun tipo de contaminación.

Según sus palabras:

""Hoy hemos detectado en nuestras botellas virgen contaminaciones de requemados y infundidos son menos apreciables que en el blanco pero te paso unas fotos para que veas. Es posible que estas contaminaciones lleven el mismo que las otras pero no habíamos detectado aún.

Hemos vaciado la parte de abajo del silo 6 de materia prima que ha sido donde empezó el problema para validar la MP, lo que hemos visto es una diferencia muy grande el tamaño de la granza.""

En adjunto fotos enviadas por el cliente (VER EN SERVICIOS PARA OBJETO)",Producto,Contaminacion
400015115,Cliente tienen 9 palets mas 3to del PA538 que no pueden usar ya que el polvo y cabellos de angel atascan los filtos,Producto,Contaminacion
400015116,Entregas vienen incompletas o los palets vienen incompletos. Esto ha pasado en varios casos. Se adjunta documento con los albaranes en los que ha llegado menos de lo solicitado y en los que han llegado palets incompletos. Tambien ha ocurrido ya en otros albaranes a parte de los de la lista. El cliente quiere saber el porque se les envia palets incompletos,Suministro,Cantidad
400015120,"El cliente nos informa que las botellas fabricadas aparentan tener algun tipo de contaminación.

Según sus palabras:

""Hoy hemos detectado en nuestras botellas virgen contaminaciones de requemados y infundidos son menos apreciables que en el blanco pero te paso unas fotos para que veas. Es posible que estas contaminaciones lleven el mismo que las otras pero no habíamos detectado aún.

Hemos vaciado la parte de abajo del silo 6 de materia prima que ha sido donde empezó el problema para validar la MP, lo que hemos visto es una diferencia muy grande el tamaño de la granza.""

En adjunto fotos enviadas por el cliente (VER EN SERVICIOS PARA OBJETO)",Producto,Contaminacion
400015121,"El cliente ha recibido una entrega TR-210 y en la descarga vieron un palet defectuoso, ya que tenía los tacos rotos. Durante la descarga de dicho palet se rompieron 3 sacos de producto.

solicitan el abono de la mercancía perdida (75 kg) y la mejora del embalaje en próximos envíos.

Adjunto albarán y email con fotografías.",Envase,Aspecto
400015122,"El cliente nos envia una reclamación de calidad referente a los lotes 18506, 18404, 17406 y 18207.
Se adjunta e-mail con toda la información. (VER DETALLES EN SERVICIOS PARA OBJETO)",Producto,Propiedades
400015126,"El cliente nos ha devuelto la cisterna, porque la temperatura era de 30 grados.

En los requerimeintos del cliente, informa que para efectuar entregas referente al material P2921, la temperatura debe ser de 60 grados.

Adjunto el correo del cliente, enviado al GC, donde informa que ha sido devuelta para que la atemperásemos.",Suministro,Temperatura
400015129,"El cliente nos informa que pen esta entrega detectaron una diferencia de 100kg entre el material descargado y lo indicado en la documentación.

La valoración económica de la diferencia es:

100KGx 1.245€/KG= 124.5 €

En adjunto reclamación oficial del cliente y el CRM. (Ver en Servicios para Objeto de SAP)",Suministro,Cantidad
400015130,"El cliente está detectando que las piezas que inyecta con EVA PA540 lote BD-20482 salen con cierta tonalidad amarilla.
Detectan también presencia de humedad en algunos sacos.
ya enviada muestra atd",Producto,Propiedades
400015134,"STRE se queja de la presencia de geles en diversos lotes de IMBTAC fabricados durante el verano de 2012, y un lote PA461S también de la misma época.
Se adjunta relación de lotes con problemas.
Masterbach TAC 2012-214 BK-20329 160 KG infundidos no enviado pte confirmación 24170214
Masterbach TAC 2013-020
BK-04322- T-2  840 kg infundidos enviado 7kg de granza 24167511
Masterbach TAC 2013-020
BK-21327-T-2P 250 kg infundidos enviado 7kg de granza 24170214
Masterbach TAC 2013-020
BK-21329T-2 700 kg infundidos enviado 7kg de granza 24170214
Masterbach TAC 2013-020 BK20326 700 kg + una bolsa de aluminio (20kg aprox.) infundidos enviado 7kg de granza 24170214
Masterbach TAC 2013-029 BK-213211,          BK-23322,                BK-23321 1 pallet de cada lote (640kg, +620Kg, 1080 Kg respectivamente) Repsol avisa de problemas de geles en estos lotes NA 24216955
Masterbach TAC 2013-031 BK-213210 500 kg infundidos no enviado pte confirmación 24216955
PA-461-S               (resina 33%) 2013-026 BL-18412 7700kg infundidos enviado 7kg de granza 24177467",Producto,Contaminacion
400015135,"El cliente reporta una incidencia en la entrega del albarán nº 24226906 del pedido nº 13830738 del material TR210, uno de los octavín ha llegado tumbado causando un desperdicio de entre 20 y 30 kg.
También informa que esta situación ha generado un retraso en la descarga de 2:30 hs en la descarga.
Adjunto fotografías y CRM firmado por el cliente. (Ver en Servicios para Objeto de SAP)",Envase,Aspecto
400015143,"Se emitió albarán para 15T, el cliente dice haber 13.870kgs.
Se pidió el ticket de pesada a planta (adjunto) en el que se aprecia que se cargaron 15T.
El transportista no nos mandó nada en cuanto a una eventual cantidad no descargada.
El cliente pide explicaciones y abono para la diferencia de cantidad.",Suministro,Cantidad
400015149,"EN LA PARTE INFERIOR DE 1 PALLET DE ESTE MATERIAL, APARECEN 4 SACOS DE OTRO MATERIAL (PR-443) Y DEL LOTE
CC-02531.
organizo el retiro de 100 kg de material PA443, para que le devolvamos parte del material facturado",Suministro,Carga erronea
400015150,"El cliente indica que tiene problemas de gelificación en un Hotmelt preparado con el lote BV-01423 del grado PA443. Se suministraron 12.375 Kg de este EVA.

Infomra que han hecho las pruebas en su laboratorio y también se producen geles.

No saben al cierto si han consumido todo el lote  y si el problema afecta a todo o a una parte de la formulación adhesiva.

Se tratará el tema en la reunión del día 28 de mayo.",Producto,Propiedades
400015152,"El cliente nos indica que  tiene problemas de cambio de viscosidad en los adhesivos fabricados con diversos lotes de PA440. Este parámetro se incrementa en producción y han comprobado que la inestabilidad se reproduce en laboratorio tras ensayo de estabilidad térmica a 180ºC /8H.

Nos ha enviado muestras de los lotes: CB-12542 (24209599, apertura de este aviso), BV-07411 y BT-18542.

Aparte tienen en stock lo siguientes lotes: BT-24542, BE-12412 y BL-34211.

Con el lote CB-12542 comprueba que la viscosidad se incrementa de 1947 a 3840.

Informan que cuando utilizan el Evatane 2805 esto no les pasa. Ellos  relacionan este tipo de problemas con el contenido en antioxidantes.",Producto,Propiedades
400015153,"El ciente ha recibido hoy el pedido 13830792

El cliente solicita que se le emita un abono por la diferencia de 125 kg para reducirlo del pago de la factura
Adjunto correo del cliente con fotografías (Ver en Servicios para Objeto de SAP)",Suministro,Cantidad
400015157,El cliente se queja que ha encontrado restos de metales en el EVA PA459-lote PCB18411. Ha enviado una muestra a ATD y fotografias (adjunto). VER EN SERVICIOS PARA OBJETO SAP.,Producto,Contaminacion
400015158,"El cliente informa de problemas de soldadura con el grado PP030  referente a entrega nº 24223629 y lote:CD-08002.

El mismo informa que está situacion está causando despendicios del material.

Adjunto fotos. (VER EN SERVICIOS PARA OBJETO SAP).",Producto,Propiedades
400015159,El cliente reclama de alteraciones en la viscosidad del adhesivo cuando emplea el lote BT-15421 de PA465.,Producto,Propiedades
400015170,"el cliente al utilizar el producto se da cuenta de la presencia de grumos, podrían ser por la baja temperatura. se envia un amuestra a ATD.",Producto,Propiedades
400015181,"Nos comentan que  los Big Bags de PA460 presentan mucha humedad entre el retráctil y la rafia así como el material del interior en si ya que presenta un contenido de agua muy obvio, generando muchos problemas a la hora de procesar el producto. Parece que es un problema repetido pero el ultimo lote que les ha llegado BR-18412 presenta un mayor contenido en humedad tanto el envase como el producto.

La muestra está en camino",Producto,Humedad
400015187,"El cliente detecta de nuevo un lote de silo con partículas metálicas, el número es el CC0150503para material Isplen 084.

Al pasar al lote en saco BP-02405 el problema no aparece.

Hace aproximadamente unos 6-8 meses el cliente detectó este mismo problema en un lote de P084D2M.

El cliente ha mandado muestras a ATD",Producto,Contaminacion
400015190,"
el cliente consume los últimos lotes que nos suministramos a excepción del lote AB-25331, con el que hentenido problemas de espumado. Lo han probado en máquina pequeña como en grande, sin conseguir obtener un producto adecuado.

 quedan 1420 Kg de dicho lote que hay que devolver",Producto,Propiedades
400015192,"Del material EVA PA 442 lotto CD-30531, 1.375 kg de la entrega del 13/05/13  han encontrado un valor de melt index fuera de especificación: 191.76  contra un límite máximo de 175;
se ha confirmado el resultado de un prueba de una segunda muestra tomada de otro saco del mismo palet (melt index 2°muestra= 192.9).
Los granos tienen forma irregular.
Dicen que las caracteristicas de este lote son practicamente iguales a las del producto EVS945P7 lote CD-16532 de la misma entrega.
Se recibe muestra en ATD el día 11.06.2013",Producto,Propiedades
400015193,"El cliente recibe EVA PA442 LOTTO N° CC-24531 del cual han usado uno o dos palets y luego ha empezado a dar problemas. No funde a temperaturas altas. Le quedan 5.500kg. del que piden sustituir con urgencia.
Se solitica que envíen muestras a ATD.",Producto,Propiedades
400015195,"Necesitamos abrir una reclamación por la aparición de ráfagas en los tapones que fabrica APTAR con el lote BV-59401 del grado 6080I.
Ya tenemos un saco de muestra en el almacén.",Producto,Propiedades
400015199,"el cliente recibe tres sacos pinchados, nos envia fotos y pide que a partir de ahora no se le entreguen mas de dos lotes distintos. (VER FOTOGRAFÍAS EN SERVICIOS PARA OBJETO DE SAP)",Envase,Aspecto
400015207,"El cliente reclama un abono de 75 kg de material , por los 3 sacos rotos entregados. (Más información en Servicios para Objeto)",Envase,Aspecto
400015208,"EL CLIENTE HA ENCONTRADO  7 BOLSAS ROTAS AL ABRIR EL CONTENEDOR.
aDJUNTO EMAIL Y FOTOS",Envase,Aspecto
400015210,"El cliente nos informa que hubo un error con esa entrega.
De los 8250 kg pedidos se ha entregado 6875 kg de PA538 y UN PALET de PA569.
Lote: CD-21461
Hemos grabado un pedido de devolución: RE  13838091 de 1.375 kg de PA538 aunque se vaya a recuperar el palet de  PA569.",Suministro,Carga erronea
400015214,"El cliente nos informa que las botellas fabricadas aparentan tener algún tipo de contaminación.

Según sus palabras:

""Hoy hemos detectado en nuestras botellas virgen contaminaciones de requemados y infundidos son menos apreciables que en el blanco.

Hemos vaciado la parte de abajo del silo 1 de materia prima que ha sido donde empezó el problema para validar la MP""",Producto,Contaminacion
400015216,"El cliente nos informa que el material recibido contiene muchas hilazas, las cuales generan aglomerados.

Informa que ha sido necesario cribar (colando) el material para evitar el atasco de la máquina.

Esta situación ya había sido informado por el cliente con relación al material de la entrega 13832063 (24229759), la cual contenia aún mayor cantidad de hilazas.

De esta vez, le hemos enviado un lote selecionado, pero la situación persiste.

ATD ya tiene las muestras enviadas por el cliente.

",Producto,Contaminacion
400015229,"El cliente informa que ha fabricado con el compuesto BLACK MB SAFO-27R/27N que tiene previsto entregar este viernes en vuestra planta de La Canonja (Tarragona). se han encontrado dentro de pellets partículas metálicas.

Para dicho masterbatch el cliente está usando como resina EVA PA 440. Lote CD23411 recibido el pasado 5 de junio

Como puedes apreciar en las fotografías adjuntas estamos observando al echar el producto en la tolva que el mismo contiene imanes.",Producto,Contaminacion
400015232,"El cliente ha detectado problemas de funcionalidad en la línea de envasado. Incremento notable de botellas con problemas de tapado.

Solicita que se retiren 10.150kg del almacén en Palencia en el próximo envío de 4810 el 25/07/13. Le hemos solicitado el envío de 1 saco cerrado al laboratorio.

Adjunto email.",Producto,Contaminacion
400015240,"El cliente nos informa que han recibido el material EVA 28/150 - PA442 del 10/06/2013 y que, como se ve en las fotos que adjunta, el producto presenta muchos aglomerados que pueden generarles muchos problemas en los aparatos automáticos y maquinaria que tienen.
Han enviado muestras a ATD que ya han llegado.
Añaden que puede verse afectada la calidad final del producto.
NOTA DE ATD: Son arrollados (muy parecidos a los de la reclamación de PA461S).
Se adjuntan fotos",Producto,Contaminacion
400015249,"El cliente nos informa que no puede procesar el material porque es demasiado suave (mtl seems too soft).
Adjunto correo electrónico y fotografías.",Producto,Propiedades
400015250,"el cliente se ha quejado de que ha sido más dificil y más peligroso descargar un pallet de PA461, debido al movimiento de los sacos encima del pallet.
Adjuntado el email del la queja con fotos del estado de los sacos encima del palet.",Envase,Inclinacion
400015254,"El cliente informa que el material recibido en esta entrega, aunque esté introducido, lleve documentación y COA como PA461, tiene sus sacos marcados como PA461S.

Necesita que le informemos lo antes posible si se trata o no del material solar y nos pide explicaciones (y sus respectivas acciones correctoras) de lo sucedido.",Suministro,Carga erronea
400015261,"El cliente nos manda queja por un palet que se cayó en el camión.
Nos pasan gastos (forfait/reclamación) de 110€/t.

Se adjunta foto así como documentos de entrega. (Ver en Servicios para Objeto)",Envase,Aspecto
400015262,"EVA PA 430 loto nr  CE 11461: presencia de grumos no se puede utilizar para film.
han enviado muestra a ATD por dhl",Producto,Contaminacion
400015277,"cliente declara que solo recibio 23975 kg de PA444 , le facturamos 24025 Kg. Planta no reconoce el error.El cliente pide rectificacion, y bloquea factura.adjunto documento cmr del cliente corregido por el cliente.",Suministro,Cantidad
400015284,"Nueva reclamación de General Cable del PA460. Envío único a General Cable de los tres lotes arriba indicados. Han encontrado granos arrollados en el lote CK-05342, fecha de carga el 05/07/2013 (adjunto foto enviada por el cliente)
",Producto,Contaminacion
400015285,LLEGAN DOS SACOS DAÑADOS EN LA ENTREGA 24242293.CLIENTE SOLICITA ABONO DE LOS DOS SACOS. SE ADJUNTAN FOTOS Y MAILS EXPLICATIVOS.  La entrega desde Puertollano se realiza el 03/04 (24218211),Envase,Aspecto
400015287,"El cliente nos informa que durante la extrusión del material recibido PA501C en sacos, lote CD-14461 T-2 y T-3, albarán nr. 24239116 del 09/07/2013, han visto humedad que hace inaceptable su producto final (adjuntan fotos). Han usado 4 palets, material que han almacenado en sus silos.
Ruegan la sustitución completa del material, ya que no recibirlo a tiempo les puede provocar paradas de producción y solicitan la recogida de los 14 palets restantes. Añaden que podrán repercutirnos costes extra derivados de esta situación.
Adjunto la comunicación del cliente con las fotos de su producto, así como comunicación de los costes derivados.
Se reciben las muestras el 29/07. El material que se envía para sustituir no llega el 29/07 como previsto por razón del transportista. ",Producto,Humedad
400015289,"El cliente Valsir nos informa que el material PP010X6E recibido (albarán nº24241179) presenta un tono demasiado amarillento con respecto al estándar; incluso si colorean su tubo de gris claro el resultado final es ligeramente diferente y por esto, inaceptable.
Van a ver si pueden usar el material recibido de algún modo. Mientras tanto esperan una respuesta escrita por nuestra parte y confirmación nuestra para futuros pedidos de este material.
Adjuntan dos fotos del material.                                                                                                                                                                                                                                                                     El mismo lote se ha enviado a otro cliente sin haber presentado quejas hasta el momento (envío de un pallet el 04/07)

",Producto,Propiedades
400015299,"El cliente nos indica que el día 23/07/2013 recibió el producto PE-023 con lote CH-22431 , pero en el plástico que cubre todo el palet estaba escrito a mano PE-022 22431. Ya se le ha confirmado que se trata de PE023.
Ver reclamacion oficial y fotos adjuntas.",Envase,Etiquetado
400015304,"El cliente indica que en la entrega nº 24243843 ha llegado un palet dañado con la conseguiente pérdida del producto,  unos 40 Kgs.
Envían copia del CMR con la anotación de estos 40 kg y fotos de la mercancía en el camión y de los palets.",Envase,Aspecto
