id,codigo_cliente,material,texto_sap,analysis_de_causas,causa_raiz,category,sub_category
400014748,89087,['PA446P7'],"El cliente nos manda nueva reclamación por particulas negras encontrado en el PA446, entrega este mes.
Ya nos pasaron una queja por lo mismo con una entrega de PA411 (aviso nr. 400014702).
Se adjuntan fotos (VER EN SERVICIOS PARA OBJETO DE SAP), el cliente mandó muestras al laboratorio.",['Posible contaminación con granos de compuestos negros'],-1,Producto,Contaminacion
400014753,11383,['C220NOC'],"l cliente vuelve a quejarse de un problema reincidente, ya retratado en el AC 400014579.
Según el mismo: Aparecen granos que no funden. Durante la investigación del primer AC, tras la visita de nuestros técnicos, se determina que son granos de polietileno reticulado.
El cliente dice que estos granos ocasionan pelados y protuberancias que no pueden ser toleradas por las tolerancias especificadas en las normas internacionales IEC y que obligan a retirar la cubierta en los cables afectados.

OFC habla del remplazamiento del material.",['No se identifica una causa clara que no sea la identificada anteriormente de calidad de película del polímero base del concentrado.'],-1,Producto,Contaminacion
400014755,20047,['IMBUV21205P7'],"el cliente lamenta que en el lote BH-25473 del material IMBUV21205 que le hemos enviado se genera mucho polvo
envia fotos (VER EN SERVICIOS PARA OBJETO DE SAP) y muestra a laboratorio",,-1,Envase,Aspecto
400014756,86089,['4810P7'],"El cliente se queja una vez màs de problemas de humedad encontrados con el 4810.
Manda muestras a ATD.",,-1,Producto,Humedad
400014778,85094,['PP031G1EP7'],"El cliente informa que ha surgido residuos en varios paletes de la entrega del albarán 24188662 del lote nº BR-30402 del material PP031 efectuada el día 06/11, está situación le esta provocando pérdidas de producción.

Adjunto email del cliente con la reclamación formal y fotos del residuo encontrado. (Ver en Servicios para Objeto de SAP)

Ya solicitamos el envío de muestra a nuestro laboratorio.",,-1,Producto,Contaminacion
400014785,12389,['6006BEXP2P7'],"El cliente se queja de que el producto correspondiente al albarán 24190320 tiene presencia de gotas de agua en los sacos, a veces visible ( adjunta fotos) y otras no, pero es apreciable al tacto.
  En el proceso de fabricación se han consumido 3.500 kg que han causado problemas.

Afirma que los sacos de los lotes BR-23321 y  BR-23322 están llenos da agua.
El resto de los lotes no tienen agua visible pero están humedos y las pruebas de extrusión realizadas no han sido satisfactorias.
Han mandado al laboratorio dos sacos de los lotes afectados y aportan fotos y detalles de la no conformidad ( ver anexos). 
Solicitan la retirada del producto afectado ( pendiente de cuantificar) y el envío de un camión  de sustitución ( enviado para descarga el día 21 de noviembre)","['Alta temperatura en agua de corte, poco tiempo entre fabricación y envasado del producto y envasado en sacos no microperforados.']",-1,Producto,Humedad
400014788,88475,['PA442P7'],"Se hace retirada del material del cliente (24191624 del grado pa442, lote BR15531) por problemas de calidad con el producto. Pedido de devolución (24191624)a la planta de Puertollano. Posteriormente se enviará muestra del material de planta al laboratorio para su análisis. La  recogida va asociada a una nueva entrega en el cliente. ",,-1,Producto,Propiedades
400014797,12259,['IMBTACPD'],"El cliente nos informa que:

""Hemos recibido 10 sacos IBMTAC lote BK-21325 que vinieron apelmazados.
Los sacos estaban como bloques dando muchos problemas de dosificación. Finalmente tras emplear tiempo adicional y recursos para acondicionar los sacos para su uso, los hemos utilizado.

Se hizo lo posible por no rechazar material, pero nos está llevando un tiempo extra y despilfarro de recursos el poder utilizar el material.
Por lo tanto necesitamos por vuestra parte que se tomen las acciones correspondientes para mejorar y evitar este tipo de incidentes en el futuro.""

Hay que añadir que el material es de una campaña de Julio y quizás haya sido afectado por el calor. Sin embargo, no hubo quejas de otros clientes.",,-1,Producto,Propiedades
400014800,12522,['PE071P7'],"El cliente indica que en la descarga del camión se ahn roto 2 sacos y que el material se ha esparcido por el suelo. Envía fotos (adjunto).
Pide un abono referente a los 50 kg del material afectado. Ver información adicional en Servicios para Objeto de SAP",,-1,Envase,Aspecto
400014804,89457,['PP044W3FGC'],"El cliente se queja de que le hemos descargado 220kg a menos de lo que indicaba nuestra documentación.

En adjunto la reclamación oficial y documentación enviada por el cliente. (VER EN SERVICIOS PARA OBJETO DE SAP)",,-1,Suministro,Cantidad
400014810,12078,['PF150S1MEXP1P7'],El cliente se queja que le hemos enviado 3 pallets pero que había un saco roto. Envía fotos (adjunto). Pide que se informe las acciones correctivas y que se emita el abono referente a esa cantidad.  (Ver en Servicios para Objeto),,-1,Envase,Aspecto
400014814,86384,,"el cliente reclama que al llegarle este camion hay unos 6 sacos que llevan menos de 25 kg. Estan entre 19,8 kg y 22,8 kg. Por favor verificar",,-1,Suministro,Cantidad
400014815,86384,"['PA537P7', '*']","el cliente reclama que se le ha enviado un material que por IF no les vale. Segun especificacion concertada si le vale ya que solo esta fijado el valor AV. SE va añadir en la concertada tambien el IF
Pedido devolucion 13804891
Albaran devolucion 24192039",,-1,Producto,Propiedades
400014819,12027,['PA441P7.'],"Este pedido se entregó en HB Fuller España (Antigua Forbo).

Forbo tenía especificaciones concertadas para el grado PA411, pero, en nombre de HB Fuller no se han generado hasta el momento. En planta la información sobre el sumi de entrega sigue como si fuera Forbo por lo que envian el material según esas especificaciones.

El camión de esta entrega cargó con un lote (PA411 lote BR-31421 con un IF de 473.5) que no cumplia las especificaciones de Forbo. Mari Ángeles Rodriguez Valero intentó contactar al cliente para consultarle sobre la carga o no de este pallet, sin embargo no obtuvo respuesta, por lo que el pallet se cargó.

El cliente no va poder trabajar con el material y solicita su sustitución.

hoy y no había podido dar instrucciones al respecto) e incluyó el material PA411 lote BR-31421 con un IF de 473.5.
Lo he comentado con el Jefe de Aplicación y si no os va bien el producto no hay ningún problema en retirarlo y/o reponerlo.
Espero vuestras noticias.
Atentamente
Un saludo",,-1,Producto,Propiedades
400014825,89394,['PA465P7'],"Cliente no quiere el material entregado PA465 ya que el MFI no esta dentro del su especificación de MFI 363-437. El material hay que retirarlo y mandar nuevo.
Hay que recoger los 2300 kg que estan en casa del cliente y no puede trabajar.
Pedido de devolucion 13808290",,-1,Producto,Propiedades
400014828,20136,['IMBUVH3AP7'],"El pasado 27 de Diciembre el cliente recibe los lotes de IMB UVH3A  y al romper los sacos para poder utlizarlos se encuentra con “churros” excesivamente largos que dificultan la aspiración y transporte del concentrado hasta sus dosificadores.
 También han encontrado variaciones de tonalidad, granos manchados de negro y pelusas (o cabellos de ángel) que han ocasionado atranques y cambios de tonalidad en los materiales, originando 680 Kg de desecho.
Para poder consumir todo el material han tenido que tamizar saco por saco para eliminar los granos problema.

Solicitan respuesta por escrito evaluando las causas de la no conformidad así como las posibles Acciones Correctivas aplicadas para evitar que dicha no conformidad se repita en el futuro.",,-1,Producto,Contaminacion
400014832,89871,['PA440P7'],el cliente reclama que se ha encontrado granos negro en el material,,-1,Producto,Contaminacion
400014840,84935,['PP044W3FGC'],"El cliente informa que al recibir esta cisterna se ha detectado un fuerte olor, nada característico en la misma.

Informa que el olor que desprende, se nota al abrir la cisterna y también al sacar la muestra. Dice que ahora huele un poco menos pues ya hace rato que la cisterna está abierta y han estado mezclando en material en la cisterna.

Dice que el olor es muy raro, intenso , que parece desprenderse del mismo material. Huele a algo semejante a pescado (segun su descripción).

El cliente ya ha sacado muestra para su envio a ATD.

Se devuelve la cisterna a planta.

Ya han sacado una muestra, van a enviar a ATD.

RE: 13809421",,-1,Producto,Propiedades
400014841,11476,['6006BEXP2P7'],"El cliente se queja de que ésta entrega de septiembre, así como las 24185198 y 24185830 del mismo més, sufrieron un retraso en la entrega y una disminución de la cantidad entregada respecto a lo solicitado.
Las tres se entregarosn el octubre, en lugar de septiembre como solicitaban.
Además el cliente pedía granel y recibió sacos en dos de las entregas. Solo se le suministró granel en el la tercera ( albarán 24185830).
Como consecuencia de la rotura de stocks que éstos retrasos le ocasionaron, el cliente solicita una indemnización de ............€ y nos enviará la factura correspondiente.

Ver anexos del aviso donde consta la documentación adjuntada por el cliente salvo la factura.",,-1,Suministro,Puntualidad
400014842,86239,['C35310GC'],"Entrega un día más tarde por llegar a menor temperatura de la requerida por el cliente, aún cuando se había asegurado que llegaría en fecha.
Retrasos reiterados con este cliente.",,-1,Suministro,Temperatura
400014845,10294,['PA410P7'],"El cliente informa que se encontró dentro de un saco de PA-410 lote BK-07411 una cuchilla de corte de maquinaria industrial.

Este saco era el único de válvula de todo el pallet. Informa que la cuchilla hubiera podido causar daños en su equipo Nordson.

Adjunto fotos.(Ver en Servicios para Objeto de SAP)",['Caída de cuchilla en envasado manual de producto sin pasarlo por línea de envasado y su correspondiente detector de metales'],-1,Producto,Contaminacion
400014853,C01205,['PE022P7'],"Reclamación por IF fuera de especificación en una muestra del lote BT-04431 del grado PE022.
El IF que figura en el análisis de este lote es 65.2 y el cliente ha medido 45. Se ha realizado un análisis en ATD del saco del que se tomó la muestra para el cliente y el IF ha resultado 41, fuera de especificación.
ATD se encuentra realizando las gestiones necesarias para comprobar si el problema ha sido puntual o en todo el lote.",,-1,Producto,Propiedades
400014854,30115,['IMBUV21306P7'],"El cliente Solplast se queja del lote  BE-19471 tiene una concentración de HALS fuera de especificación, ya que en filmes fabricados con un 6.5% de este concentrado el contenido de aditivo está por debajo del que debería, teniendo en cuenta que el certificado de análisis indica que el contenido es de un 23.1%.

Se dispone en ATD de muestras de film fabricado con 6.5% de IMB UV2130/6 analizadas por el cliente. Se ha solicitado también muestra del concentrado original.",,-1,Producto,Propiedades
400014857,10113,['PE033ECOREXP1P7.'],el cliente se queja que el producto no se puede transformar. VER FOTOGRAFÍA EN SERVICIOS PARA OBJETO DE SAP,['Producto remanente en silo 44 tras incorrecta limpieza del mismo'],-1,Producto,Propiedades
400014860,89457,['PP044W3FGC'],"El cliente reclama de fuerte olor, cuando el material é sujeto a elevadas temperaturas (130º) referente a 5 entregas del material PP044W3F.

Los lotes enviados fueron: BV-5190101,BV-5190102,BV5260101, BV5190103 y BV5190105. Los albaranes referentes a estes lotes son: 24199130, 24199131, 24199132, 24199268 y 24199272 respectivamente.

El cliente informa que ha descargado las 5 cisternas, y que las ha puesto bajo vigilancia. Dijo también, que no descargarán más ninguna cisterna referente a estes lotes.

Adjunto el correo en portugués del cliente.","[' Posible saturación de la columna tratadora de sulfuro de carbonilo, no siendo detectado en el análisis.', 'Se descarta la vinculación de los episodios de olor a la pérdida de rendimiento detectada durante el mes de diciembre', ' No se observa una causa directa el hecho de que el reactor R-204 haya estado fuera de servicio por inspección a lo largo del mes de diciembre.']",-1,Producto,Propiedades
400014861,C74205,['C240UVP7'],granos requemados con motas grandes,['Lotes fabricados en extrusor tras intervención de cambio de husillo con deficiente limpieza de la contraplaca de corte. Aun habiendo derivado 15 minutos a fuera de especificación no es suficiente para eliminar los restos que quedan ocultos en la placa. No se detecta en los controles analíticos.'],-1,Producto,Propiedades
400014868,20874,['PP044W3FWE'],"El cliente informa que, para la entrega en cuestión, hemos facturado 250 kg de más, pues recibieron en big-bags 23.375kg cuando en la documentación se factura 23.625kg.

El cliente solicita un abono correspondiente a los 250kg facturados en exceso.",,-1,Documentacion,Factura
400014875,90198,['PE023P7'],Se encuentran partículas metálicas en el producto. Se adjunta email del ciente con feedback de REPSOL. (Ver en Servicios para Objeto de SAP9,['Posible problema en agitador de reactor'],-1,Producto,Contaminacion
400014877,90198,['PE023P7'],Se encuentran partículas metálicas en el producto. Se adjunta email del ciente con feedback de REPSOL. (Ver en Servicios para Objeto de SAP9,['Posible problema en agitador de reactor'],-1,Producto,Contaminacion
400014891,40043,['PA539P7'],"El cliente indica problemas de procesabilidad con el lote BT-04461, Vamos a enviarle 16 pallets del PA539 (nuevo lote) y retirar el producto que le da problema. Mail del cliente:

"" Tal como comenté ayer con Santiago, tenemos problemas con el último lote de PA-539 recibido en Noviembre. Nº lote BT-04461. El problema es en el transporte del material. No circula por el tubo y se atasca impidiendo su normal uso.

Tenemos 16 palets completos. Lo que acordamos con Santiago es que, ya que no habido problemas en otros clientes, Cambiar esos 16 palets por otro lote diferente y completar el camión con dos palets de PA-430C.""",,-1,Producto,Propiedades
400014893,85094,['PP030G1EP7'],"El cliente informa que sigue recibiendo material contaminado con residuos. Informa que se ha encontrado el problema en los siguientes lotes: BT-29105 y BT-30506 (24199635, 24194985 y 24194966).

En adjunto las fotos y la reclamación oficial enviada por el cliente.

Piden que verifiquemos rapidamente la situación, pues la contaminación genera paradas y pérdidas en su proceso de extrusión.",,-1,Producto,Contaminacion
400014896,87507,['C240UVGC'],"El cliente nos comunica que el material recibido presenta contaminación y nos indica que no pueden recibir más material en silos por el momento. Nos actualizarán datos según puedan gestionar la situación.
Van a enviarnos fotos y una muestra para la no conformidad.
Gestionamos la devolución del material a Tarragona por indicación del GC. Indican que solo pueden recibir por el momento en octabines.",['Contaminación por deficiente limpieza cisterna de cargas anteriores al PEAD de Puertollano objeto de la reclamación'],-1,Producto,Contaminacion
400014898,12686,['PE022P7'],"El cliente nos informa:

Le han llegado 4.050 Kg de PE-022 en lugar de 4.100 (50 Kg menos), con relación a su albarán.

No solicita tomemos nota del problema y que le enviemos el abono correspondiente.
",,-1,Suministro,Cantidad
400014899,88462,['PA440P7'],El cliente se queja de que hay 4 sacos en uno de los palets de PA440 sin identificación. No saben si es seguro usar el material como PA440 o si es otro grado erroneamente metido con los otros sacos de PA440. Adjuntado el email del cliente con una foto de uno de los sacos que sí tienen identificación para conocer el lote de material para abrir el aviso,,-1,Envase,Etiquetado
400014908,91137,['PA537P7'],"El cliente solicito 20.625 pero se le cargo 21.475: 14 pallets de 1375kg + 1 pallet de 1100kgs y un pallet de 1125. Este es un pedido de prepago y el cliente ya pago por este pedido. Aunque haya aceptado la cantidad adicional ya que lo supo cuando el camion ya estaba en Rusia, no esta dispuesto a paga por la cantidad adicional que se cargo 850kg de mas a 1490€, osea 1266.50€. Por lo tanto, el cliente solicita confirmacion de que no se le cobrara esta cantidad.",,-1,Documentacion,Factura
400014920,11480,['PP050G2MGC'],"el cleinte reclama una diferencia de 400 kgs en el albaran 240205452.
envia ticket de pesada y albaran firmado (se adjunta) . Ver en Servicios para Objeto
pide comensacion economica",,-1,Suministro,Cantidad
400014934,89089,['PA539MOC'],"El cliente se queja de la discrepancia de tamaño en los granos entregados en 2012 y 2013. En concreto en referencia a los lotes
 BT12461 y BT11462 que resultan más grandes que los del lote BE-09462.
Se adjunta fotos y reclamación del cliente. Ver en Servicios para Objeto de SAP",,-1,Suministro,Cantidad
400014936,89797,['PP044W3FEXP2P7'],"Sofilma ha recibido 2 camiones de PP044W3Fexp de puertollano pero el experimental ha sido peor que el original.El cliente no ha conseguido producir filmes de cualidad.
En el proceso de fabricación del filme , el filme se rompe todos los 10 minutos y además el filme producido tiene una resistencia menor que su filme standard.
El cliente no puede consumir este material.
Tenemos que recuperar 45 toneladas en sacos + una parte granel en unos octavines + filmes producidos.
Hemos decido con el Jefe De Aplicación de recuperar el material.
",,-1,Producto,Propiedades
400014937,12380,['4810P7'],"En el lote CA-56222 de fecha de entrada en Nutrexpa el 05-02-2013 en el palet en el que realizamos la prueba funcional nos han aparecido sacos con el termosellado deficiente, en algunas ocasiones el saco se abre en una esquina y se cae algo de material.
Los sacos en todo el lote están bastante sucios en el exterior, ya que el retractilado de los palets está defectuoso como puedes ver en las fotografías que adjunto. (Ver en Servicios para Objeto de SAP).",,-1,Envase,Aspecto
400014938,89479,['PA440CP7.'],"El cliente recoge material en pallets. Las dimensiones de los pallets normalmente son 137mm x 110mm x 140. Los pallets en esta ocasión son de un tamaño más grande. Significa que el cliente tiene que papgar su transportista más y quieren evitarlo.
Lo mismo pasó en Julio 2012, albarán 24168310. expediciones dijo que todo los pallets siempre tienen las mismas dimensiones (email adjuntado) y el cliente no se quejó más. Ahora que ha pasado otra vez el cliente quiere respuestas.",,-1,Suministro,Cantidad
400014939,90175,['PP044W3FEXP3P7'],"El camion entregado (Lotes BT-22001 y  BT-22402) se presentó sin estar sellado.

El cliente recuerda que tienen que llevar el plomo o sello , y que no descargaron los camiones en caso de no estarlo.",,-1,Envase,Etiquetado
400014940,90618,['PA439CP7'],"El cliente nos mandó queja para un saco roto. (Ver en Servicios para Objeto de SP en el Aviso)
Se adjuntan albarán con reserva emitido por el cliente, fotos y queja oficial de stefany emballages",,-1,Envase,Aspecto
400014943,90945,['TR210OC'],"El cliente informa que ha detectado en el material TR210 granos con diferente colores. Han usado 3 octabines y se han dado cuenta en el 3º, el GC he dicho que paren producción o no nos responsabilizaremos de los posibles daños causados por PE usado más allá de los 3000kg.

Pedido 13813229 – albarán 24203805 – lote BR-51305 – 14 toneladas/ entrega efectuada el 22/01.

(VER FOTOGRAFÍAS EN SERVICIOS PARA OBJETO)",['Posible contaminación por parada inesperada del octabinado debido a un fallo eléctrico que produjo una interrupción de 3 días del llenado de octabines de este lote y que pudo propiciar una situación más susceptible de provocar contaminación por limpieza/adecuación de la zona de envasado de lo habitual.'],-1,Producto,Propiedades
400014950,86384,['PA537P7'],"El problema parece ser que ellos han medido el MFI y no es lo que nosotros han medido. Ver adjunto. Según el cliente han medido MFI de varios palets que ha sacado muestra:

0,79g/10min
0,81 g/10min
0,82 g/10min
0,86 g/10min
0,83 g/10min

Nosotros hemos medido un MFI  0,67 según el certificado de análisis. ",,-1,Producto,Propiedades
400014959,80752,['IMBCAG/5PQ'],"Se entregó medio palet del concentrado para homologación.
Nos comunican que no ha sido homologado ya que los granulados son pegajosos y forman bloques.
Piden recogida de los 694KGS que les quedan.
Se adjuntan fotos. (Ver en Servicios para Objeto del Aviso)",['Alto grado de apelmazamiento del concentrado por su propia formulación y antigüedad'],-1,Producto,Propiedades
400014960,90945,['PA538P7'],"El cliente informa de una contaminación por hilazas en la entrega del albarán 24203806 – lote BV-01461, están verificando si hay alguna incidencia en el producto final.

El cliente y la planta de Puertollano, ya han enviado muestra al laboratorio.

Adjunto fotos y la reclamación formal del cliente. (Ver en Servicios para Objeto de SAP).",['Poca rugosidad de línea de transporte desde silo mezclador a silo de envasado'],-1,Producto,Contaminacion
400014967,20874,['PP044W3FGC'],"El cliente Poligal, que ha pasado a pagar por el sistema de previo pago, liquidó las proformas el martes 29/01, solicitando urgencia para todas las cargas. Queria recibir todas las entregas (total 5) hasta el final de la semana.

Hemos logrado enviar 2 cisterna debido a que, se le concedió, antes del pago un riesgo de 100.000 €. Sin embargo, quedaron 3 entregas pendientes.

Debido a una serie de factores ( desbloqueo del pedido falta de hueco de vaciado - el cliente solo carga de vaciado -, rotura de la estación de vaciado, falta de transporte, etc) no pudimos efectuar las entregas hasta el martes de la semana siguiente, es decir, hasta el 05/02.
Debido la situacion critica, el cliente habia solicitado que cargaramos el albaran 24206192 el viernes y se entregara el sábado. Dicha entrega estaba confirmada con el cliente. La carga iba a medias cuando la estacion de vaciado se avarió y no fue posible seguir con la carga.

El JA dió el ok para que cargaramos el resto de la entrega de rotura, de un lote específico, y se confirma que asi se hará.
Ya el viernes por la tarde logística llama a planta para pedir que le digan al transportador que, al salir de planta, vaya directamente al cliente para llegar el sábado, no el lunes y por casualidad nos informan que se habia precintado la cisterna y que no terminarian de cargarla hasta el lunes, entregando el martes.

Se informa al cliente de esta incidencia y del nuevo retraso que ocasiona y este informa que tendrá que parar por falta de materiales y que nos pasaá los costes.

En adjunto está la reclamación oficial del cliente, que informa que fue necesario hacer gestiones internas para trasladar material desde su planta de Portugal a Narón, lo que supuso un extracoste de 7.800€ que ahora nos reclama.

En adjunto también hay correos elucidativos sobre toda la gestión.",,-1,Suministro,Puntualidad
400014968,40037,['6006LP7'],"el cliente se queja de que en ésta entrega han aparecido 5 sacos con humedad. En total han contabilizado 125 kg con ese problema.
De momento siguen gastando producto y apartando el material húmedo. Nos devolverán lo que no puedan usar ( cantidad aún sin determinar).
Adjuntan fotos ( ver anexo). En Servicios para Objeto del Aviso",,-1,Producto,Humedad
400014971,89272,['PA537P7'],el cliente reclama cabello de angel lot BV -15481. El mismo lote tambien se les ha entregado en los albaranes 24199515 un total de 17875 kg y en el albaran 24199267 un total de 9625 kg. VER FOTOGRAFÍAS EN SAP ,['Poca rugosidad de línea de transporte desde silo mezclador a silo de envasado'],-1,Producto,Contaminacion
400014977,83921,['PA538P7'],"El cliente ha encontrado hilos en el material.
El lote relacionado es BP-01461.
El cliente envió una muestra examinada por ATD,   MARIA LUISA GOMEZ GOMEZ.
Ver FNC en adjunto.",['Poca rugosidad de línea de transporte desde silo mezclador a silo de envasado'],-1,Producto,Contaminacion
400014978,84935,['PP044W3FGC'],"El cliente nos informa que contine material en uno de sus silos que presenta exceso de polvo.

Nos indica que en estos silos están almacenados materiales de las siguientes entregas:

30/01/2013: Lote CA-5160204 (25.200kg) - 24205192
30/01/2013: Lote CA-5160203 (24.900kg) - 24205193
29/01/2013: Lote BV-1310201 (24.820kg) - 24204618
23/01/2013: Lote CA-5280103 (25.340kg) - 24203979
22/01/2013: Lote CA-0720101 (24.880kg) - 24203395
15/01/2013: Lote CA-5160102 (22.820kg) - 24201951
14/01/2013: Lote BV-1100105 (24.800kg) - 24201564
11/01/2013: Lote BV-1100102 (24.760kg) - 24200784
10/01/2013: Lote BV-1400101 (25.000kg) - 24200785

El cliente ya ha entregado un bolsa con muestra del material al GC.",,-1,Producto,Contaminacion
400014981,80235,['PA570P7'],"El cliente ha tenido problemas con el PA 570 recibido el día 24/01.
Cuando lo han sacado de los sacos para introducirlo en los silos se han encontrado cuerdas dentro de los sacos lo que hace que resulte difícil utilizar su sistema de vaciado porque bloquea continuamente.

La única solución que encuentran es el vaciado manual lo que supondrá un gasto de dinero adicional.

Adjunto correo del cliente con la explicación completa y fotografías

Los siguientes albaranes también están afectados

BV-21462, inv. No 24199219, 24199210
BV-21463, inv. No 24199219
",['Poca rugosidad de línea de transporte desde silo mezclador a silo de envasado'],-1,Producto,Contaminacion
400014983,90945,['PA538P7'],"El cliente informa que ha detectado una nueva contaminación en la entrega del albarán nº 24210914.

La misma contaminación que en la reclamación 400014960, informa que los operario de planta están detectando partes de algodón dentro de los sacos.

El mismo envía fotos, también informa que estás contaminaciones afecta a la maquinaria y el producto final: informa que la dosificación del tornillo dañado y también algunas pruebas de los productos finales NOK da resultados, debido que la dosificación no se hace así: el algodón no permitió que todo el flujo de material en las cantidades adecuadas.

En este momento el cliente informa que ha parado la producción con el fin de limpiar todos los circuitos y reparar la rosca dañada.

También informa que todos los gastos relacionados con esta se pasara a Repsol.

Adjunto fotos enviadas por el cliente y ya solicitamos el envío de muestras al laboratorio. (Ver fotografías en Servicios para Objeto de SAP)",['Poca rugosidad de línea de transporte desde silo mezclador a silo de envasado'],-1,Producto,Contaminacion
400014984,40037,['6006LP7'],"El cliente se queja de que el material en ésta entrega está húmedo y tiene mosquitos y suciedad.
Nos lo devuelve y le enviamos una cisterna para sustituir el producto en pallets que está contaminado.
Envia fotos ( ver anexos)y mandará una muestra al laboratorio. (VER SERVICIOS PARA OBJETO)",,-1,Producto,Humedad
400014987,83827,['PA538P7'],"PA538 entregado al cliente tienen mucha polvo el cual bloquea los filtros. El cliente ha bloqueado 5,5to que no pueden usar del lote 2024. Cliente mandara saco cerrado para análisis. Se adjuntan fotos en anexos (Ver fotografias en Servicios para Objeto)",['Poca rugosidad de línea de transporte desde silo mezclador a silo de envasado'],-1,Producto,Contaminacion
400014992,84515,['PA501P7'],"El cliente nos informa que durante la extrusión del material PA501 se ha presenciado geles y muchos infusos que afectan a la calidad de su producción.
Han aislado el material resultante y ruegan averiguar la causa de este hecho,enviarles de vuelta y firmado el documento de confirmación de tal hecho por nuestra parte indicando acciones correctivas y la dirección exacta para enviar muestra del material con infusos.al mismo tiempo que informan que puede ser que pasen costes.
Adjunto comunicación del cliente. (Ver en Servicios para Objeto de SAP)",,-1,Producto,Contaminacion
400014993,88871,['PA443P7'],"El cliente nos informa que en medio al material PA443 solicitado(5.500kg) se ha entregado por error un saco del PA444(lote-BH-15542).

En adjunto la reclamación oficial del cliente.",['Fallo al cargar saco tras reenvasado manual en Payper 3 en línea equivocada'],-1,Suministro,Carga erronea
400014995,12529,['PA461SA1'],"El cliente nos informa que:

Han tenido que poner en cuarentena la resina que recibieron. Durante el sábado tarde/noche y domingo mañana/tarde (09 y 10/03) se estuvo intentando trabajar con la resina, pero ha resultado totalmente imposible, debido al numero de infundidos, geles y grumos con agujero que les han obligado a retirarla.

Han realizado la prueba usando resina de un competidor, para comprobar si era un problema de otro tipo (extrusora, línea, temperatura) y el resultado ha sido que no aparecen los infundidos y los geles. En el momento que introducen nuestra resina la procesabilidad de la lamina se vuelve imposible.

El cliente informa que, cuando realizaron la homologación de nuestro material no hubo problemas de este tipo, la resina se procesó con normalidad por lo que fue aprobada.

Según palabras textuales del cliente, lo que ha pasado con este camión y con los 3 lotes de resina  enviado es inadmisible, y se procederá a emitir la no conformidad de nuestro EVA y tomar las decisiones oportunas ante tan desafortunados problemas.

Lotes que presentaron problemas: BL-16413, BL-19411

Lote Ok: BL-16412

En adjunto email elucidativo de la situación.",,-1,Producto,Propiedades
400014996,11434,['PE071GC'],"TetraPak informa de la formación de tapones debido a alta acumulación de hilazas. Uno el día 14, Tres entre 21-22, y dos el día 6 de febrero. En la limpieza semanal de los silos detectan mayor concentración de hilazas a la que consideran habitual.
Esta vez se han producido en los dos laminadores.",,-1,Producto,Contaminacion
400015007,80382,['F30110GC'],"Abrimos aviso debido a que erl cliente nos indica que tras analizar el material le sale un índice de contenido en agua fuera de especificación. Según el cliente, la medición le da 0,165 mg /g cuando debería tener
0,00 – 0,08 mg /g.",,-1,Producto,Propiedades
400015018,10218,['PP084D2MGC'],"Se ha detectado en la línia de cliente que los envases se deforman cuando se rellenan con el producto final.
El cliente ha detectado el problema en la producción realizada con el lote BV- 0630201.",,-1,Producto,Propiedades
400015021,11476,['6006LP7'],"El cliente se queja del que tiene problemas con el material de éste lote, se mueve, se pega a una de las caras del molde y la botella sale con las caras descompensadas. Lo achacan a corriente estática. Nos piden una respuesta inmediata a éste problema así como el envío de un camión de sustitución. Se lo enviamos cargando el día 19 ( tras el festivo) y entegamos el 20 de marzo.
el material afectado es:


Lote sap: 58179, lote pov: CA-54116 cantidad: 15000 kg ( albarán 24211642 )
Lote sap: 58335, lote pov: CA-54818 cantidad: 24750 kg ( albarán 24213574)

ver correo del cliente en el anexo.
",,-1,Producto,Propiedades
400015023,11445,['CP139EXP1O5'],"El cliente informa que de los 1.000kg recibidos del grado CP139EXP05  confirman que sólo han ido ok los 300kg del lote BT- 23321. El resto, los 650kg no han superado el proceso de homologación, por lo que solicita que se un abono a vuestra factura número 393301014 por estos 650kg para poder desbloquear dicha factura. El cliente se deshace del material por sus propios medios.

Se ruega poner posición para generar el abono de 650kg en la mayor brevedad posible.

Adjunto email.",,-1,Producto,Propiedades
400015027,89207,['PE071P7'],"El cliente informo que durante el proceso de producción ha encontrado humedad en todo el lote CB-24451 de la entrega nº 24215463, informa que esta situación requiere que todos las bolsas se limpien  previamente antes de su abertura.

También informa que ha detectado bolsa llenas de agua, conforme fotos de adjunto y que el agua en el polietileno, aunque en cantidades muy pequeñas causas problemas en la calidad del producto final.",,-1,Producto,Humedad
400015028,30043,['PE041EXP1P7'],"Se ha enviado 4 palletes del material PE041 del lote BD-17542 con I.F. 3,4. El cliente ha probado el material, sin embargo no ha conseguido transformarlo correctamente, el mismo informa que ha contacto a ATD y mismo con las sugerencias de nuestros compañeros  no ha sido posible producir recubrimiento con este grado.

El cliente solicita la retirada del material no utilizado.",,-1,Producto,Propiedades
400015029,85482,['PA539P7'],"Lote BT-15463.
El cliente nos informa de la presencia de cabellos de angel y de residuos (suciedad). Nos ha enviado fotos donde se puede apreciar los filtros usados del aspirador: uno sucio y otro limpio.
Cada media hora, tienen que sustituir el filtro por culpa de los residuos. Adémas declaran que esos residuos han pasado a traves de los filtros y  han estropeado el motor del aspirador. (Ver fotografías en Servicios para Objeto)",['Poca rugosidad de línea de transporte desde silo mezclador a silo de envasado'],-1,Producto,Contaminacion
